id,loan_status,loan_amnt,int_rate,installment,annual_inc,verification_status,revol_bal,revol_util,total_acc,acc_open_past_24mths,total_pymnt,home_ownership_OWN,home_ownership_RENT
51856399,1,5500,7.89,172.08,70000.0,0,4664,46.2,47,2,5862.01000012,0.0,1.0
54324667,1,8000,7.89,250.29,58531.4,0,6363,48.2,52,2,8694.51,0.0,0.0
43255272,1,3600,12.69,120.77,94000.0,0,8111,63.4,34,10,4163.21,0.0,0.0
55169421,0,20000,15.61,699.3,60000.0,1,25461,60.0,27,6,6732.04,0.0,1.0
62549576,1,25000,5.32,752.87,250000.0,1,9924,16.0,25,5,26079.9,0.0,0.0
52808913,1,10000,13.99,341.73,95000.0,1,4874,45.0,27,11,10054.41,0.0,1.0
48575384,1,12800,10.99,419.0,48350.0,0,13074,70.7,25,4,14351.82,0.0,1.0
57793187,1,12000,9.99,387.15,92000.0,1,11179,74.0,20,4,13015.3600011,0.0,0.0
66380372,1,12150,18.2,440.48,32000.0,1,2887,43.7,21,15,12851.2700036,0.0,1.0
41520587,1,3000,13.99,102.52,74000.0,0,11909,52.9,25,8,3241.84,0.0,0.0
45017817,0,6600,14.65,227.67,15000.0,1,8171,39.7,14,5,2981.01,0.0,1.0
48597013,0,6000,6.39,183.6,210000.0,0,18470,81.7,50,3,1407.74,1.0,0.0
46765799,1,13000,12.69,436.09,47000.0,1,38380,82.5,26,6,14775.69,1.0,0.0
39679133,1,12000,14.31,411.95,53000.0,0,11432,43.6,19,4,13527.51,0.0,0.0
65954647,1,28000,7.26,867.9,190000.0,0,815,4.1,18,3,29217.02,0.0,0.0
44503502,1,10500,16.55,372.01,74500.0,1,22325,57.2,47,13,11991.0400026,0.0,0.0
62724623,1,12000,5.32,361.38,133000.0,0,36703,41.1,34,4,12312.38,0.0,0.0
39420693,1,8000,8.19,251.4,62000.0,0,7888,65.2,26,5,8056.2,0.0,0.0
58713033,1,20000,7.26,619.93,116000.0,1,34915,58.0,34,5,20999.09,0.0,0.0
57205318,1,12000,5.32,361.38,120000.0,0,10120,12.6,33,12,12441.83,0.0,1.0
38455151,1,12000,12.39,400.82,60000.0,1,16459,87.5,19,6,13567.2800003,0.0,0.0
51316474,0,4975,17.86,179.51,13860.0,1,6112,92.6,8,3,1431.14,0.0,1.0
50323876,1,14000,6.89,431.58,50000.0,1,17446,36.0,21,4,14817.82,0.0,0.0
39639917,0,2000,14.99,69.33,45000.0,0,7914,60.0,19,4,1105.12,0.0,0.0
46703801,1,8500,12.69,285.14,43000.0,1,5772,64.1,8,1,9444.05,0.0,1.0
61512331,1,9000,8.18,282.78,57000.0,0,15075,33.0,42,5,9441.93000069,0.0,0.0
65845119,1,10900,13.67,370.8,26000.0,1,15531,60.2,36,6,11393.57,0.0,0.0
65785272,1,25000,5.32,752.87,120000.0,0,29801,73.2,16,0,25997.64,0.0,1.0
38607693,1,12000,11.99,398.52,47000.0,1,13142,93.2,23,2,13943.6400001,0.0,1.0
39641817,1,2775,7.49,86.31,28000.0,0,1474,35.1,10,3,3036.05,0.0,1.0
43439677,1,30000,7.89,938.57,220000.0,1,147470,58.3,46,5,32512.76,0.0,0.0
57155001,0,10000,13.99,341.73,49000.0,0,6865,70.1,16,7,2376.57,0.0,1.0
46446616,1,13000,6.68,399.51,100000.0,0,56142,79.7,31,5,13299.69,1.0,0.0
53272650,1,17500,7.89,547.5,54000.0,0,21281,49.4,19,2,18729.06,0.0,1.0
58503846,0,35000,19.19,1286.33,100000.0,1,35275,48.4,29,8,7867.96,0.0,0.0
45295092,1,18650,6.39,570.68,41000.0,0,19562,43.0,12,3,19173.05,0.0,1.0
38647358,1,20000,12.99,673.79,175000.0,1,9167,40.7,23,8,23280.99,0.0,1.0
39240188,1,7000,14.99,242.63,26000.0,1,9085,46.4,10,5,7049.56,0.0,1.0
40929887,1,33000,7.89,1032.43,150000.0,1,24244,43.4,46,6,35895.73,0.0,1.0
63399183,1,16000,10.99,523.75,45000.0,1,15804,66.7,19,3,16005.86,0.0,1.0
37067241,1,19500,10.49,633.71,68000.0,1,41285,85.3,15,0,19597.73,0.0,1.0
62105695,1,8400,14.65,289.76,60000.0,1,9854,90.4,25,8,9171.22000018,0.0,1.0
61843120,1,30000,8.18,942.59,108500.0,1,22069,17.5,42,5,30990.6200014,0.0,0.0
41338140,1,10000,6.92,308.41,67000.0,0,11689,37.7,17,1,10840.13,1.0,0.0
64360827,1,10000,6.24,305.31,80000.0,0,9332,46.0,12,1,10291.96,0.0,1.0
54177953,1,25000,5.32,752.87,91000.0,1,27728,62.2,43,8,25720.32,0.0,0.0
43819246,1,30000,6.92,925.22,98000.0,1,16209,12.4,34,6,31502.5,0.0,0.0
41062486,1,18000,6.68,553.16,140000.0,0,31692,54.5,20,0,18462.32,0.0,0.0
38201310,1,10000,6.49,306.45,120000.0,0,9495,62.1,16,2,10354.29,0.0,0.0
46486362,0,12000,7.89,375.43,72000.0,0,15146,65.3,25,3,2242.06,0.0,1.0
48525432,0,7200,9.99,232.29,15000.0,1,11446,43.0,8,0,1878.3,0.0,1.0
58683619,1,5100,15.61,178.33,40000.0,1,14613,100.0,15,2,5554.02000036,0.0,1.0
53030813,1,10000,10.99,327.34,59000.0,0,15630,58.0,34,7,11028.85,0.0,0.0
41960171,0,30000,8.18,942.59,185000.0,1,37358,46.5,29,7,2814.14,0.0,1.0
46745909,1,24000,6.39,734.38,70000.0,1,27814,46.7,32,2,25615.6200049,0.0,1.0
38201200,1,10500,6.49,321.77,155000.0,0,39099,31.3,44,6,10960.12,0.0,0.0
61432240,1,28000,9.99,903.35,70000.0,0,21334,61.7,21,4,30602.2800029,0.0,0.0
52028106,0,3550,11.53,117.12,61000.0,1,1593,41.9,13,3,1059.1,0.0,1.0
42504193,1,18000,9.17,573.83,72000.0,0,20916,57.0,27,7,18905.51,0.0,1.0
58732787,1,35000,13.33,1184.86,145000.0,1,171045,95.2,11,3,35873.53,0.0,0.0
46723254,0,13750,12.29,458.61,110000.0,1,38141,47.6,39,10,5990.09,0.0,0.0
60760369,1,19200,7.89,600.69,98000.0,0,18685,64.9,24,6,20247.5100015,0.0,0.0
53604545,1,3550,15.61,124.13,26000.0,0,14956,43.6,12,4,3939.53000006,0.0,1.0
65513767,1,18000,5.32,542.07,99000.0,1,13274,22.2,29,6,18553.4400019,0.0,0.0
42455019,1,2800,9.99,90.34,28000.0,1,3368,78.3,4,0,2891.83,1.0,0.0
61310009,0,12400,12.69,415.96,27000.0,0,15083,54.5,40,5,3267.69,0.0,1.0
63358667,1,9000,6.24,274.78,103000.0,1,4888,46.6,15,1,9471.29000098,0.0,1.0
67418275,1,6000,12.59,200.99,68000.0,0,5867,53.3,43,4,6467.38,0.0,0.0
66084329,1,9975,16.55,353.41,26280.0,1,4996,43.1,16,8,11309.1400022,0.0,1.0
40950961,1,35000,7.89,1095.0,130000.0,1,30819,47.4,35,2,37552.5100011,0.0,1.0
36802681,1,12575,8.67,397.96,60292.0,0,13478,55.2,37,4,12724.66,0.0,0.0
40963334,0,20000,9.99,645.25,121000.0,1,22059,81.1,32,5,10312.9,0.0,0.0
39710176,1,5000,12.39,167.01,80000.0,1,4516,60.2,15,5,5404.07,1.0,0.0
68584765,1,15200,9.17,484.56,136000.0,1,54319,67.0,35,6,15635.21,0.0,1.0
50053127,1,10400,13.33,352.08,55000.0,1,12235,53.7,28,6,11561.7100056,0.0,1.0
46712313,1,28000,6.92,863.54,110000.0,1,32983,68.0,15,2,29705.4500008,0.0,0.0
60912782,1,12000,10.99,392.81,80000.0,0,16672,81.3,27,1,12515.15,0.0,0.0
39522118,1,24000,8.19,754.18,97000.0,1,34136,50.0,31,3,25270.1,0.0,0.0
40933218,1,5800,10.99,189.86,50000.0,0,6351,42.0,16,5,6154.22,0.0,0.0
41081304,1,15000,12.69,503.18,43000.0,0,13560,26.7,8,2,16581.7,0.0,1.0
59099989,0,26000,17.86,938.14,65000.0,0,17940,51.6,53,6,9355.6,1.0,0.0
48060608,1,1600,6.68,49.17,35000.0,0,1518,56.2,27,0,1652.49,0.0,1.0
67436750,0,6000,13.67,204.11,32000.0,1,5010,29.5,19,8,807.33,0.0,1.0
59089719,1,35000,7.26,1084.87,140000.0,1,38241,48.2,36,2,37360.7000043,0.0,1.0
46184353,1,14400,6.92,444.11,48928.17,1,13090,59.5,5,0,14863.58,1.0,0.0
46447614,1,12375,9.99,399.25,27000.0,0,7678,49.5,19,3,12887.7,0.0,1.0
66520683,0,5000,8.38,157.56,112000.0,1,42539,58.0,37,15,776.61,0.0,0.0
40942793,1,9600,7.89,300.35,32000.0,0,8024,69.8,13,2,10561.7700026,0.0,1.0
40876840,0,9000,10.99,294.61,82000.0,1,15972,86.3,10,4,1762.16,0.0,1.0
60636217,1,30000,7.26,929.89,100000.0,1,30737,43.5,30,11,31164.44,0.0,0.0
60783207,1,30000,10.99,982.02,205000.0,1,66428,89.3,56,6,31751.15,0.0,0.0
38557663,0,12000,10.49,389.98,36000.0,1,10919,61.0,29,7,6254.69,0.0,0.0
46805647,1,10000,11.53,329.91,68000.0,0,12734,66.0,25,6,10930.34,0.0,0.0
41149806,1,12000,13.33,406.24,85000.0,1,34758,74.6,18,3,13647.6500009,1.0,0.0
54303837,1,10000,10.99,327.34,96000.0,0,7810,54.6,15,7,10819.36,0.0,1.0
58872284,1,25000,7.89,782.15,120000.0,1,37057,85.4,19,3,26774.77,0.0,1.0
61442111,0,16000,9.99,516.2,60000.0,0,12768,63.8,7,3,1539.72,0.0,1.0
41700157,1,15500,9.17,494.13,80000.0,1,10804,37.1,24,11,16790.94,0.0,0.0
46671484,1,25000,5.93,759.76,205000.0,1,8985,26.5,17,2,26779.89,0.0,0.0
44126931,1,18000,16.99,641.66,46000.0,1,18236,62.0,46,10,21682.8500033,0.0,0.0
50203642,1,20000,9.17,637.58,65000.0,1,16544,29.1,24,4,20730.37,0.0,0.0
63712324,1,11200,11.49,369.28,95000.0,1,18145,44.9,33,6,11593.38,1.0,0.0
61238193,1,5000,10.99,163.67,21000.0,0,8399,22.0,16,3,5410.08000001,1.0,0.0
60677453,1,16800,17.86,606.19,40000.0,1,19406,95.6,11,5,19166.8300032,0.0,1.0
59945373,1,4000,13.33,135.42,20000.0,1,7212,33.1,11,8,4081.94,0.0,1.0
43892587,1,15000,9.17,478.19,80000.0,0,19054,50.5,32,5,15451.41,0.0,0.0
48674855,1,18000,11.53,593.83,65000.0,0,12091,71.1,27,6,19199.12,0.0,0.0
57156840,0,11500,12.29,383.56,24000.0,0,11932,56.8,10,3,3060.63,0.0,1.0
38261428,1,26500,11.44,873.11,53000.0,1,16041,36.5,28,4,28821.39,0.0,1.0
41003633,0,6000,11.53,197.95,45000.0,1,14384,58.7,10,2,2390.16,1.0,0.0
63844735,1,8000,7.89,250.29,76025.07,1,28336,51.1,43,6,8115.39,0.0,0.0
55098400,1,10000,6.24,305.31,165000.0,1,65329,79.3,39,8,10551.42,0.0,1.0
48715671,0,14400,6.68,442.53,40000.0,0,11561,19.3,16,1,5337.08,0.0,1.0
68577623,1,10000,12.88,336.37,113000.0,1,20061,76.0,27,4,10686.86,0.0,0.0
57792213,1,11050,8.18,347.19,46000.0,1,15384,50.9,19,5,11811.0900005,0.0,0.0
65915944,1,10000,7.26,309.97,50000.0,0,8676,36.0,9,2,10474.13,0.0,1.0
42743302,0,5600,11.53,184.75,25000.0,0,7197,45.8,18,6,2398.16,0.0,0.0
48645186,1,18500,12.69,620.58,110000.0,1,15975,67.4,25,13,20478.3300028,0.0,0.0
41429458,1,10500,7.89,328.5,61700.0,1,10178,71.2,19,2,11283.4000015,0.0,1.0
38495019,1,17000,12.99,572.72,66000.0,1,17084,53.1,14,6,18115.7,0.0,0.0
46706175,0,24000,6.92,740.18,91000.0,1,31443,69.0,29,4,3691.67,0.0,1.0
41113178,1,12000,9.17,382.55,102000.0,0,10887,26.2,24,3,13387.0600019,0.0,1.0
40017683,0,20000,7.49,622.04,115315.0,1,37060,33.0,53,7,2918.97,0.0,0.0
40355705,1,10000,11.99,332.1,36480.0,1,5544,24.3,12,9,11022.33,0.0,1.0
46466777,1,7475,13.99,255.45,60000.0,1,1630,14.0,42,5,8354.73000007,0.0,1.0
39660464,0,16000,12.99,539.03,50000.0,1,20198,75.9,45,6,8111.79,0.0,1.0
46651149,1,6000,12.69,201.27,27000.0,1,5328,68.3,8,3,6830.79000083,0.0,1.0
52076419,1,12000,7.89,375.43,57000.0,0,9622,27.0,63,6,12412.68,0.0,0.0
61842688,1,20000,8.18,628.39,100000.0,1,26569,75.5,16,3,20268.87,0.0,0.0
38292497,1,29950,13.66,1018.69,60000.0,1,98875,91.3,7,0,30839.0,1.0,0.0
55918929,1,14400,16.55,510.19,45000.0,0,14480,64.6,24,4,16021.36,0.0,0.0
59241234,0,10000,15.61,349.65,33500.0,1,4776,67.3,8,3,3142.23,0.0,1.0
40277655,1,7000,8.67,221.53,20000.0,1,19132,45.2,28,4,7717.92,0.0,1.0
62195426,1,9600,7.89,300.35,78000.0,1,5481,19.1,13,2,9807.72,0.0,0.0
52566284,1,14400,13.33,487.49,80000.0,1,5882,50.7,8,5,15493.59,0.0,1.0
55200099,1,26000,6.89,801.5,75000.0,1,28615,48.5,51,7,27062.98,0.0,0.0
65251135,1,12000,9.17,382.55,40000.0,0,9802,23.8,37,11,12794.86,0.0,0.0
53282355,0,8175,12.29,272.67,18636.0,1,17307,88.3,17,2,3026.66,0.0,1.0
65394643,1,10000,8.18,314.2,50000.0,0,9434,21.8,38,5,10669.69,0.0,0.0
46704697,1,35000,9.99,1129.19,145000.0,1,38199,56.3,41,12,37663.45,0.0,0.0
41022550,0,21000,12.69,704.45,83200.0,1,39459,92.6,28,3,9880.67,0.0,0.0
66472850,1,12000,11.99,398.52,53500.0,1,10930,35.6,7,3,12469.27,0.0,1.0
51005458,1,5000,7.89,156.43,68000.0,1,3035,30.0,29,2,5112.25,0.0,1.0
48714624,1,8000,7.89,250.29,65000.0,1,10794,45.9,14,5,8272.49,0.0,1.0
38514202,1,10200,15.59,356.55,79000.0,1,1227,40.9,16,3,11426.08,0.0,0.0
44503670,0,3000,14.65,103.49,40000.0,0,8631,77.8,18,2,1518.61,0.0,1.0
66455750,1,12000,5.32,361.38,70000.0,0,14239,15.1,65,8,12276.5200002,0.0,1.0
59461275,0,2500,11.53,82.48,72000.0,1,24685,32.3,62,8,585.76,0.0,0.0
57035155,1,5000,9.17,159.4,25000.0,0,10182,40.3,16,3,5401.71,1.0,0.0
49925320,1,25000,10.99,818.35,80000.0,1,51040,65.4,22,2,27472.1,0.0,0.0
46673022,1,5600,10.99,183.32,47000.0,0,7325,44.4,20,5,6306.41000018,0.0,0.0
51828576,0,20000,7.89,625.72,55000.0,1,20061,52.4,38,2,6865.39,0.0,1.0
39562139,1,20000,9.49,640.57,107000.0,1,18736,68.1,39,4,22262.02,0.0,0.0
65674970,1,35000,6.89,1078.94,250000.0,1,33832,33.3,39,5,36683.41,0.0,0.0
38596697,0,9000,10.49,292.48,33000.0,1,7607,39.0,4,1,4966.92,0.0,1.0
66666535,1,20000,13.67,680.36,50000.0,1,24763,27.4,41,17,21898.1900001,0.0,1.0
39750772,1,12000,6.49,367.74,48600.0,0,13366,60.5,34,2,12955.8200007,0.0,1.0
68553403,1,12000,5.32,361.38,151300.0,0,0,0.0,33,3,12156.32,0.0,1.0
54463880,1,12000,7.26,371.96,50000.0,1,2381,8.7,32,7,12388.58,0.0,0.0
39610575,0,1400,15.99,49.22,41000.0,0,7181,32.4,11,5,737.06,0.0,1.0
51146583,1,16000,5.32,481.84,106752.0,0,39797,68.6,17,1,16913.17,0.0,0.0
63918302,1,24000,8.18,754.07,72000.0,1,29213,53.9,19,0,25374.2278252,0.0,0.0
48765853,1,8400,9.17,267.79,40000.0,1,7302,83.0,14,4,8706.1,0.0,0.0
42273808,1,28000,9.99,903.35,95000.0,1,39256,69.4,26,3,31448.4400071,0.0,1.0
64957835,1,21000,8.38,661.76,70000.0,0,112292,69.3,24,7,22336.2800051,0.0,0.0
39897568,1,15000,9.49,480.43,52000.0,1,5260,21.5,27,12,15758.21,0.0,1.0
41450870,0,3600,11.53,118.77,72100.0,0,18185,64.7,24,1,1678.06,0.0,1.0
68475636,1,13000,6.99,401.35,75000.0,1,12667,56.5,24,6,13598.77,0.0,0.0
40107557,1,5900,12.99,198.77,36200.0,1,18500,101.1,10,3,5986.66,0.0,1.0
68506170,1,30000,6.99,926.18,202000.0,0,30349,82.2,27,5,31106.1,0.0,0.0
62165672,1,28000,9.99,903.35,110000.0,0,39363,77.2,32,5,28898.4600086,0.0,0.0
59879495,1,18000,6.89,554.89,105000.0,1,21175,46.0,22,2,18905.390003,0.0,1.0
47018339,1,35000,6.92,1079.42,320000.0,1,2865,2.3,34,5,35518.66,1.0,0.0
45304200,1,30650,7.89,958.91,98000.0,1,30666,73.2,23,1,33210.66,0.0,0.0
38597803,1,2200,6.49,67.42,71000.0,0,6819,17.0,47,7,2226.1,0.0,1.0
41820351,0,7200,12.29,240.15,20841.6,1,4418,55.2,14,8,3117.03,0.0,1.0
40573312,1,28000,8.19,879.88,105000.0,1,36026,60.6,19,2,29914.47,0.0,1.0
64691667,1,21000,8.18,659.81,150000.0,1,13786,56.0,33,1,22205.93,0.0,1.0
55151888,1,22000,6.89,678.2,50000.0,1,21781,70.9,38,1,23536.78,0.0,0.0
38626693,1,2600,11.44,85.67,50000.0,0,4737,48.3,13,3,2898.01,0.0,0.0
43044639,1,7200,17.86,259.8,61000.0,0,51034,78.5,50,7,7850.67,1.0,0.0
62305356,0,9000,6.24,274.78,50000.0,1,7205,54.6,15,2,1367.66,0.0,1.0
43471352,1,21000,10.99,687.42,82000.0,1,11470,65.5,22,1,23834.46,0.0,0.0
44056014,1,15000,12.29,500.3,43000.0,1,11553,48.1,19,11,17169.200013,0.0,0.0
46536499,0,3650,12.69,122.44,41000.0,0,8656,40.9,29,4,624.63,1.0,0.0
44469431,1,17200,6.68,528.58,97000.0,0,14740,49.8,21,5,17469.98,0.0,0.0
40207959,1,35000,9.49,1120.99,182000.0,0,45978,57.3,40,3,39323.3000082,0.0,0.0
55253701,1,14050,17.86,506.96,37000.0,1,21306,50.4,13,5,16408.61,0.0,1.0
58682151,1,6000,9.99,193.58,54000.0,0,10143,45.5,22,2,6369.6,1.0,0.0
38547658,1,1500,11.99,49.82,50000.0,0,2504,62.6,17,4,1525.13,0.0,1.0
63917495,0,20000,5.32,602.3,60000.0,0,24692,56.8,23,2,710.48,0.0,0.0
53524457,1,6000,5.32,180.69,125000.0,0,6384,7.2,21,5,6333.73000125,0.0,0.0
61498420,1,5000,8.18,157.1,31188.0,1,7046,29.5,20,6,5173.76223627,0.0,0.0
39710936,1,2000,11.44,65.9,45000.0,1,13822,88.0,29,2,2190.13,0.0,0.0
51686220,1,27200,5.32,819.13,170000.0,1,66440,48.1,33,5,28511.310001,1.0,0.0
46324257,1,17300,6.39,529.37,100000.0,0,38830,80.1,24,1,18573.6600001,0.0,0.0
40876608,1,9600,6.92,296.07,63000.0,0,17313,43.3,41,9,10362.5100016,0.0,1.0
43893228,1,16000,6.92,493.45,73000.0,0,14551,85.6,33,4,17018.41,1.0,0.0
39439712,1,17600,11.99,584.49,54000.0,0,14836,60.6,35,7,19120.87,0.0,1.0
42423908,1,34000,11.53,1121.67,85000.0,1,33761,55.7,25,5,37109.27,0.0,0.0
39629958,1,7000,10.49,227.49,55000.0,1,4826,56.1,20,2,7969.22000148,0.0,1.0
39429163,1,6000,15.99,210.92,130000.0,1,26321,93.0,14,3,6281.52,0.0,1.0
67458845,1,9000,9.76,289.4,20000.0,0,8258,15.0,38,5,9467.23,0.0,1.0
60245976,1,24000,9.17,765.1,114000.0,0,25961,62.6,16,7,25654.250004,0.0,0.0
67676068,0,8000,6.89,246.62,124000.0,0,42909,77.7,44,10,1230.04,0.0,0.0
55320447,1,7975,16.55,282.55,19000.0,0,26046,51.4,10,2,8621.16,0.0,1.0
65994225,1,24000,5.32,722.76,100000.0,0,13135,29.9,5,0,24794.99,0.0,0.0
51008409,1,5000,10.99,163.67,85000.0,1,6456,9.5,17,12,5383.11,0.0,1.0
43955768,1,25000,6.92,771.02,130000.0,1,27604,48.7,35,6,25918.84,0.0,0.0
41550557,1,3700,13.33,125.26,60000.0,0,10576,43.7,27,7,3738.37,0.0,0.0
38892355,1,3500,12.99,117.92,35000.0,0,4481,72.3,24,5,3526.52,0.0,1.0
40492464,1,20475,13.33,693.15,80000.0,1,47327,78.7,24,0,22072.19,0.0,0.0
40430209,1,23050,12.99,776.54,55000.0,1,28324,65.0,43,6,25982.17,0.0,0.0
38447664,1,20000,6.03,608.72,75000.0,1,22191,68.5,22,4,20795.860666,0.0,0.0
54425576,1,7300,12.29,243.48,35360.0,1,18465,68.4,33,10,7708.62,0.0,1.0
41002891,1,8400,16.55,297.61,44000.0,0,3392,30.0,24,4,8423.18,0.0,0.0
46546358,0,5000,9.17,159.4,40000.0,1,4559,69.1,22,6,2229.05,0.0,1.0
60536620,1,20000,6.24,610.62,77000.0,1,19247,73.2,26,6,20944.44,0.0,0.0
63927222,1,5600,9.99,180.67,58000.0,1,3034,66.0,24,3,5962.96,0.0,1.0
57165184,1,10000,10.99,327.34,37000.0,1,12725,40.5,27,5,10937.77,0.0,1.0
46765811,1,22900,7.89,716.45,100000.0,1,42489,97.7,27,4,24163.27,1.0,0.0
39947559,1,12000,8.19,377.09,90000.0,1,8298,51.5,33,8,13278.13,0.0,1.0
55583834,1,23550,16.55,834.36,75000.0,1,11722,88.8,23,5,26831.56,0.0,1.0
38331244,0,4750,13.66,161.57,16152.0,1,5436,53.0,19,6,2577.91,0.0,1.0
54167665,1,27450,13.33,929.27,85000.0,1,23870,59.8,22,3,31239.45,1.0,0.0
46808172,0,9650,14.65,332.87,40000.0,0,18207,53.7,17,3,3312.99,0.0,1.0
59250491,0,28250,18.55,1029.12,114600.0,1,38792,88.0,48,7,8882.96,0.0,0.0
54503420,1,15000,9.99,483.94,41000.0,0,13606,51.3,34,9,16322.24,0.0,1.0
40287922,1,5000,9.49,160.15,90000.0,0,7754,26.9,15,7,5614.6,0.0,1.0
50054638,1,5500,11.53,181.45,42000.0,0,8154,27.5,12,10,6182.48000021,0.0,1.0
43669667,1,5000,13.33,169.27,68000.0,1,15290,76.0,38,6,5830.04,0.0,0.0
61762792,1,10000,6.24,305.31,85000.0,0,6445,71.6,29,0,10564.9,0.0,1.0
39619764,1,20000,8.19,628.49,85000.0,1,17676,23.5,26,6,22088.42,0.0,0.0
38537117,1,18000,6.99,555.71,75000.0,0,25435,62.8,49,5,19282.9200007,0.0,1.0
39460426,1,13200,6.49,404.51,117000.0,0,15900,34.4,34,4,13464.43,0.0,1.0
66572769,1,6975,7.89,218.22,40000.0,1,26116,25.0,52,14,7124.51,0.0,0.0
46695932,0,28000,6.68,860.47,100000.0,1,28969,54.0,13,1,11175.72,0.0,0.0
55471134,1,15000,6.89,462.41,145000.0,0,24287,75.9,31,7,15717.05,0.0,0.0
53392752,1,15000,5.32,451.73,52096.0,1,16558,77.4,26,1,15368.23,0.0,0.0
40411399,1,35000,8.67,1107.63,90670.0,1,40648,66.7,18,2,36421.21,0.0,0.0
38515387,0,12000,9.49,384.34,109000.0,0,16536,48.9,20,10,5368.11,0.0,1.0
56030036,0,25000,12.29,833.83,120000.0,1,43343,70.5,20,5,7566.55,1.0,0.0
64191366,1,2200,9.17,70.14,75000.0,1,3685,19.0,36,7,2211.77,0.0,0.0
38480110,1,16000,8.19,502.79,88000.0,0,18393,75.1,36,5,17388.64,0.0,0.0
40267128,1,10000,6.99,308.73,32000.0,0,8693,91.5,7,1,10604.97,0.0,1.0
67327043,1,10000,9.17,318.79,98000.0,1,6418,61.7,22,5,10689.28,0.0,1.0
41216235,1,8000,9.17,255.04,120000.0,1,20921,38.6,52,13,8479.59,0.0,0.0
40920618,1,35000,8.18,1099.69,137848.0,1,39257,22.0,58,6,35143.15,0.0,0.0
59553536,0,17000,8.18,534.14,72000.0,0,33211,75.7,40,9,2651.39,0.0,0.0
41079419,1,10000,9.17,318.79,60000.0,1,8591,46.4,37,6,10858.51,0.0,1.0
43985671,0,20000,7.89,625.72,90613.0,1,24619,60.0,14,3,8400.17,0.0,1.0
47179182,0,20050,16.99,714.74,60000.0,1,26489,53.0,53,17,7128.48,0.0,1.0
43509596,1,15000,10.99,491.01,34596.0,1,9733,52.3,29,6,15980.72,0.0,1.0
54503785,0,12000,14.65,413.94,56000.0,1,32284,100.9,17,7,4533.81,0.0,1.0
65334017,1,4800,13.18,162.15,85000.0,0,7212,82.0,18,5,5083.65,0.0,1.0
55350158,1,5850,12.69,196.24,27000.0,0,7469,78.6,11,3,6439.96000253,0.0,1.0
55252508,1,8000,7.89,250.29,40000.0,1,8957,13.1,41,15,8643.93,0.0,1.0
46886231,0,18550,13.99,633.91,59000.0,0,25665,37.9,36,4,7592.5,0.0,0.0
39168127,1,11400,13.66,387.75,37000.0,0,12253,18.6,24,7,13483.27,0.0,1.0
49953291,1,6000,7.26,185.98,35000.0,1,6883,60.4,38,2,6052.76,0.0,0.0
51859001,1,10000,7.26,309.97,110000.0,1,3879,0.0,19,4,10215.69,0.0,1.0
46620562,1,8000,12.29,266.83,35000.0,1,5999,73.2,10,3,8963.81,1.0,0.0
39689526,0,20000,9.49,640.57,54000.0,1,10057,68.0,40,12,619.48,0.0,1.0
52566119,1,30000,7.26,929.89,250000.0,0,7638,11.2,19,4,32321.8600039,1.0,0.0
51356820,1,20000,8.18,628.39,65000.0,1,19351,93.9,25,5,20663.34,0.0,0.0
49993944,1,8000,5.32,240.92,54000.0,0,10790,43.0,21,2,8460.17000002,0.0,0.0
40960250,0,11000,15.61,384.62,180000.0,1,15767,48.2,47,8,4147.42,0.0,0.0
38699516,1,3775,11.99,125.37,22000.0,0,13474,86.4,22,3,4295.63000082,0.0,0.0
46744167,0,20000,6.68,614.62,47000.0,1,13240,46.0,35,5,8597.26,1.0,0.0
38078608,1,8000,14.99,277.29,48500.0,1,7725,53.3,20,8,9166.83,0.0,0.0
60657279,1,8400,11.53,277.12,74000.0,1,27056,73.9,29,4,9085.07000161,0.0,0.0
43639241,1,24000,6.92,740.18,110000.0,1,36276,76.4,22,2,25948.76,0.0,0.0
44055313,0,11000,13.33,372.39,41000.0,1,13289,78.0,20,7,3707.61,0.0,1.0
44985995,0,35000,13.33,1184.86,87500.0,1,35725,82.7,47,7,9595.51,0.0,0.0
66230408,0,25300,15.41,882.13,55000.0,0,36273,42.0,65,11,3838.34,0.0,1.0
51856431,0,20000,9.99,645.25,104000.0,1,14137,100.3,23,3,3146.54,0.0,0.0
57872845,1,29850,11.53,984.76,92000.0,1,16272,65.1,22,7,30932.9100026,0.0,0.0
38624708,1,8400,14.99,291.15,64000.0,1,16192,64.5,21,5,9489.47,0.0,0.0
61308625,1,7500,6.24,228.99,50000.0,1,9399,48.2,21,2,7536.24,0.0,0.0
38436652,1,8450,11.44,278.41,39000.0,0,8483,80.8,11,0,8847.86,0.0,1.0
50941125,1,20000,7.26,619.93,57000.0,1,17636,66.1,23,3,21655.71,0.0,1.0
58100978,1,5000,9.17,159.4,68000.0,1,6190,56.3,8,2,5285.61,0.0,1.0
39699173,1,24000,6.99,740.95,130000.0,1,18910,49.4,49,2,26053.37,0.0,0.0
42293924,1,30000,11.53,989.71,120000.0,1,48379,93.0,20,1,31817.78,0.0,1.0
38574802,1,25000,6.03,760.89,290000.0,1,91247,48.3,22,4,25358.91,0.0,0.0
53534539,1,12000,10.99,392.81,59300.0,1,7885,24.1,27,7,12761.48,0.0,1.0
55461305,1,7000,6.89,215.79,90000.0,0,5407,14.5,35,7,7127.05,0.0,0.0
